District,Date,Year,Month,Annual_Rainfall_mm,River_Water_Level_m,Temperature_C,Humidity_Percent,Forest_Cover_Percent,Population_Density,Agricultural_Land_Percent,Urbanization_Rate
সিরাজগঞ্জ,2021-10-22,2021,10,2828.7584538922038,10.405151426830052,32.01663942898594,73.03731462158775,34.16437574869714,1297.0452988771008,67.08782990220227,23.24330811587277
সিরাজগঞ্জ,2021-11-21,2021,11,1090.3909229710032,5.459827263601341,25.942150539014047,85.17713576503238,31.23139993593781,1297.9403713801337,58.02901635495215,39.036345820909176
সিরাজগঞ্জ,2021-12-21,2021,12,1027.075286335228,8.08422557623157,27.605525154393412,74.8867829061259,39.001767396086635,1014.3964430168775,51.99424690026281,17.634149325388314
সিরাজগঞ্জ,2022-01-20,2022,1,900.1177967438731,5.746600355171175,32.6168326866441,65.05132261225536,27.022597525075764,1974.9791640501387,50.550478080874186,24.207506549887757
সিরাজগঞ্জ,2022-02-19,2022,2,1571.003890786957,4.9923390083321815,31.421284388011856,77.76725334387521,39.049005357449865,956.2302493259575,50.21028055669271,35.05193132155921
সিরাজগঞ্জ,2022-03-21,2022,3,1532.8962606831053,6.614148709775205,26.36670756364553,66.18946527658399,12.919885457885815,2014.803880252463,74.60375789466178,33.54401006791272
সিরাজগঞ্জ,2022-04-20,2022,4,1448.0575540429054,6.9047246680385985,33.89488709905539,88.76956168780836,26.8305037686044,1877.2947316755944,68.92280706249782,34.53890317659202
সিরাজগঞ্জ,2022-05-20,2022,5,2785.4103327589532,11.848279206161601,34.360768305370534,90.26958999741443,19.426852952920928,1160.6582842992173,65.63716644285799,16.367900946378082
সিরাজগঞ্জ,2022-06-19,2022,6,3753.613849991416,12.910843917980007,32.62089478088573,85.22793857687651,31.638647451008378,1282.529979701393,74.75145585867736,42.024250367733366
সিরাজগঞ্জ,2022-07-19,2022,7,4604.139248313238,12.655573996846494,33.395896401155085,67.55529577100826,35.26458323643811,2109.8815217032356,65.02125303616155,29.05742320226372
সিরাজগঞ্জ,2022-08-18,2022,8,3845.477405670192,16.71555054301034,33.80615999685193,68.86412150770192,12.873564343714067,2133.0853592731037,59.384960859770295,40.83496588214223
সিরাজগঞ্জ,2022-09-17,2022,9,3872.8590124111574,18.174720481106235,33.668983067511405,73.16881749049382,13.757382061312374,2227.1100498605438,79.24626371853213,20.001132038260028
সিরাজগঞ্জ,2022-10-17,2022,10,2560.025582715321,11.15500279121495,30.958541705431006,70.9505312048689,39.61761211183298,1159.703405292468,50.81010318472677,31.150349014514116
সিরাজগঞ্জ,2022-11-16,2022,11,929.6781100193969,5.0073021781915115,25.16317768984341,79.49951573863457,18.65228596926236,2233.663353167782,59.206336520750554,21.96530360312063
কুড়িগ্রাম,2020-01-01,2020,1,1615.638455293748,14.13483320477023,33.88032239353306,81.12748438884246,15.094367186473466,1335.2238042404138,65.16257610486923,23.239132544615895
কুড়িগ্রাম,2020-01-31,2020,1,1918.9224713378087,12.037461663834286,32.14518748046469,90.24070536972883,22.042721843090263,1660.9512706511719,82.45509602204902,25.83223807782501
কুড়িগ্রাম,2020-03-01,2020,3,1832.9079579782438,9.95331709685973,27.100037145874197,66.06157215559247,11.950174076923648,1368.6922890611777,82.09976275147805,23.405424921292017
কুড়িগ্রাম,2020-03-31,2020,3,1632.8433374776403,10.38223422418349,30.3982537070738,76.96107077180308,18.388771126089498,1005.5434134751383,55.43065989130786,33.556672005157864
কুড়িগ্রাম,2020-04-30,2020,4,2179.0157186694746,9.56848054487586,25.55277186777263,94.66160275901515,32.076244350727,1950.782770887771,67.58445457965851,17.733150293688503
কুড়িগ্রাম,2020-05-30,2020,5,4740.65113354224,21.227545779601325,31.506402945317127,81.1217408868846,38.875812135499544,1476.989890080315,63.598960884903974,23.689592024191604
কুড়িগ্রাম,2020-06-29,2020,6,6651.549951488659,25.283940403560567,30.177960182048906,68.4611043565556,30.486934453291244,811.7193574380857,74.14473523540626,42.25094486471047
কুড়িগ্রাম,2020-07-29,2020,7,6770.178249822079,31.321682485655806,30.373330122259105,84.9961988420875,15.11102914021004,1246.3294119427153,79.43008472163861,36.66200048697188
কুড়িগ্রাম,2020-08-28,2020,8,5954.318915933011,23.146157066074064,26.923715276677278,70.46636362745849,34.560911493062065,1942.9671511936579,80.22577323407006,35.24797259509481
কুড়িগ্রাম,2020-09-27,2020,9,7526.7494864239925,25.124753113885756,25.65582922316574,76.07264245454104,28.597456695328038,1362.2820086674947,56.84495160024261,15.291113965347984
কুড়িগ্রাম,2020-10-27,2020,10,4967.257133861883,19.839127680034174,25.221195029353332,78.97289401856526,19.835294938481205,1032.5102852788698,84.970598946455,21.382728114309533
কুড়িগ্রাম,2020-11-26,2020,11,2676.8241706317217,9.449898114791175,34.15203171310688,72.58630273418353,22.12186105078564,1190.7142104062973,69.13538147504075,33.88005263574664
কুড়িগ্রাম,2020-12-26,2020,12,1573.5254543424178,14.606100571249812,27.06581206152491,84.02959755296533,17.253102201542454,1231.8205957142359,73.79788974356481,26.436577215590937
কুড়িগ্রাম,2021-01-25,2021,1,2141.1023794241482,14.827592548556536,25.886886290735596,79.80976530160426,23.606075034696836,1631.581194429584,72.54418698527931,34.08353927877826
কুড়িগ্রাম,2021-02-24,2021,2,2128.1083765920107,12.2813929153086,33.982842448858435,78.97961038231185,25.315594412447968,1417.556662887832,56.61638795581868,16.448850440043362
কুড়িগ্রাম,2021-03-26,2021,3,1870.7299945636462,15.598028166045971,32.52614853397141,85.6279532467041,32.624231304457254,1170.4659697569225,58.7255844453554,20.91576301262471
কুড়িগ্রাম,2021-04-25,2021,4,2419.8018092303305,13.839709608905148,28.840497924365863,84.48144959337958,27.64572566900944,1119.9142387017253,67.43097859683715,33.77973596064012
কুড়িগ্রাম,2021-05-25,2021,5,4328.842178571325,22.792481744336136,25.521872157703985,90.59449927552859,30.271663826415868,1179.0416327289722,66.93605366262867,19.038678195983735
কুড়িগ্রাম,2021-06-24,2021,6,7843.114394963988,31.74814343366358,31.841141461910052,71.06713869489367,11.804699115631594,1039.8063119027693,57.493755443849786,18.589854472695098
কুড়িগ্রাম,2021-07-24,2021,7,9352.636913979983,24.277765915653585,25.6886610616843,89.1789893459674,35.77897224795669,866.33461009822,67.46674680428863,25.49723163339096
কুড়িগ্রাম,2021-08-23,2021,8,7101.236004647243,34.85414249987189,33.41252508146873,71.22047657513168,10.526472060885913,1037.6530706788392,53.32193349871103,21.55004513946432
কুড়িগ্রাম,2021-09-22,2021,9,9383.142216992708,36.34033775196484,29.37480026447559,87.53686071272661,22.140211220573363,2466.8197497086435,54.88342183338667,34.26515153522905
কুড়িগ্রাম,2021-10-22,2021,10,4816.064013817375,22.575863306574647,28.716631615479173,92.01276942890313,38.468832175447865,1193.5613061815354,77.2027875799358,27.053880784292218
কুড়িগ্রাম,2021-11-21,2021,11,1960.5277768503402,9.590304297117251,26.503642499314022,94.43055416023894,38.37983416839759,2366.6878976762755,63.765041598542425,36.69971420379423
কুড়িগ্রাম,2021-12-21,2021,12,2065.6666692503445,10.94235425511973,25.529060733492567,77.51864792822381,24.11613677339058,1156.5533560855297,57.72813032713694,31.811441994575077
কুড়িগ্রাম,2022-01-20,2022,1,1743.483412245166,15.722962777343394,32.06542238608021,68.53330192389141,22.020781223545924,1692.430161944935,52.911703610477474,41.54011318640957
কুড়িগ্রাম,2022-02-19,2022,2,1292.0461811830642,14.38253943430438,26.304963518404005,92.87338621751016,19.72166539187314,1300.0435832197309,67.88166116279149,43.50548702066621
কুড়িগ্রাম,2022-03-21,2022,3,1206.6990853922166,12.822286167927196,28.83943637442956,69.40439140991826,33.160023227355914,1672.960606929348,52.72230668306311,33.97206608350807
কুড়িগ্রাম,2022-04-20,2022,4,1241.6221219599176,10.131406804398337,34.08171466857803,66.11599948115,14.89602168832854,1450.5421968375176,58.321479789614386,43.02050654011862
কুড়িগ্রাম,2022-05-20,2022,5,5355.834924928765,22.821523615151293,27.899460258874363,76.18385091267406,13.335274119098703,1609.4357022350264,54.013057625477536,29.443871035663697
কুড়িগ্রাম,2022-06-19,2022,6,10012.007669907362,31.41819356448888,25.079789915288263,74.09853330984805,29.677768539069266,1168.932548006157,84.1460418562479,19.584392006568574
কুড়িগ্রাম,2022-07-19,2022,7,9377.03780074888,32.612080284251626,27.137469144368836,81.2462515212387,16.08545196888464,1057.8974998586007,82.88568529852748,22.108703517123057
কুড়িগ্রাম,2022-08-18,2022,8,8970.445782277313,27.216935606582275,25.65004123728321,72.03581576445389,29.851846414579743,2223.7624690078164,61.59634599948875,38.77442782847728
কুড়িগ্রাম,2022-09-17,2022,9,9152.014270935411,34.09788278494364,33.20418444572967,67.9187959720062,29.650016770510803,1892.2882912778302,78.85196622821107,31.03332034929883
কুড়িগ্রাম,2022-10-17,2022,10,5597.960561369709,23.16653473669546,27.979466845467797,93.40073878418102,22.825771112128862,1999.2314538871358,70.48387327930223,25.113233464326505
কুড়িগ্রাম,2022-11-16,2022,11,3029.4713797510444,11.433515185151531,33.93751412946155,86.26506212258738,30.801414982521457,2434.2161789950414,80.43417822597932,24.30067090364623
গাইবান্ধা,2020-01-01,2020,1,1635.4620024920744,10.473063009197418,30.188011705554842,79.42032736665793,19.528895456450563,1982.6239882246093,82.74197908893015,37.391522176414185
গাইবান্ধা,2020-01-31,2020,1,1684.7455804499377,11.853726907547971,29.579922280644332,73.82082662783665,11.948006580708547,2469.342677597913,75.86393109113942,27.19989708822089
গাইবান্ধা,2020-03-01,2020,3,1681.0827550836782,12.760542507567527,30.238720934130022,73.86780866803333,27.70023845833117,1345.8183818738303,83.58809150046045,36.63053458267009
গাইবান্ধা,2020-03-31,2020,3,745.184863566503,9.394258638570815,34.05137489095893,94.14410371641557,27.081087290577063,2215.1160255835894,55.600125904958006,33.85561200270665
গাইবান্ধা,2020-04-30,2020,4,1553.6755135438143,11.938685169279395,34.36477993178323,67.24149583475736,23.554072898503794,1625.113580363741,78.92388286155025,38.81716456049294
গাইবান্ধা,2020-05-30,2020,5,2883.603066665471,21.83301950890498,28.35052227630571,76.29685944367235,15.792564203064932,1908.2805389569528,69.05418718790035,42.99596537711832
গাইবান্ধা,2020-06-29,2020,6,4342.693109098683,31.056837433535094,26.59653816666379,92.24921556054228,24.95989691469687,1438.7905676833636,78.39351582260618,17.228245618918738
গাইবান্ধা,2020-07-29,2020,7,6065.68738436581,30.02352719965308,27.390396193878132,77.8880688536952,19.083950503970016,2210.7883470591964,69.7315455478308,24.70097683064915
গাইবান্ধা,2020-08-28,2020,8,4675.116446054355,29.801546781857542,29.212076137465782,79.13511618667155,22.861653183338753,2280.239983455521,63.39412999958245,17.57879871013032
গাইবান্ধা,2020-09-27,2020,9,5466.852111033711,28.767621407980972,25.240081176474426,80.0236009073787,10.277823101780903,1053.6414528377854,53.17595730105006,44.67136345663035
গাইবান্ধা,2020-10-27,2020,10,3403.874089624786,21.270227007776576,25.6350947207225,83.5070129779731,27.471838930706664,1004.9548513320464,56.66178420230035,28.05544259164749
গাইবান্ধা,2020-11-26,2020,11,1693.6251456951843,13.306772560328886,25.599671838698985,75.5316443172967,31.600602572844625,1118.1793814086632,51.86770514519372,25.55568547207611
গাইবান্ধা,2020-12-26,2020,12,834.6170344030085,9.437302526411631,27.548309621645622,84.0088667825288,30.402660411069387,2239.447463619754,58.33367331289534,24.936124828724317
গাইবান্ধা,2021-01-25,2021,1,1238.331488627668,10.431271352247864,32.44043696931543,71.09924039243315,30.359683389328403,921.9326285200809,63.52987038832612,30.580057810503526
গাইবান্ধা,2021-02-24,2021,2,1046.5447369938154,10.325097784628397,25.230560521401,92.6353090786602,33.41807002391463,1838.6448118217227,67.08973073516331,20.81660389263809
গাইবান্ধা,2021-03-26,2021,3,1560.6746111680284,14.565009028718785,25.97105116801291,79.39779949284686,14.121363399787228,2181.242434117219,56.06211551420604,22.585338643361936
গাইবান্ধা,2021-04-25,2021,4,1057.7323989239967,11.432304399919452,33.57772453218854,80.55700913136764,13.383618786257312,1191.3449114398163,78.0501862185589,43.28561016155382
গাইবান্ধা,2021-05-25,2021,5,3554.46757719203,23.238332660598157,25.980065102103683,66.61787256480014,11.341181520742326,2258.3724954662257,74.23386820732367,43.34780234775489
গাইবান্ধা,2021-06-24,2021,6,5559.5695675713,35.757702337441955,28.40856017041686,70.8304626810374,13.965662728965976,2334.509198194686,58.10625860747725,19.486594813792053
গাইবান্ধা,2021-07-24,2021,7,5986.228292442545,27.990809763261108,28.668015095441845,93.82485254065774,30.136984304326766,2203.181644350216,57.13933547084982,19.291689986416653
গাইবান্ধা,2021-08-23,2021,8,5371.838300167335,26.88294278439381,26.511454436844243,84.0739451896448,10.349044988934596,2040.130891663281,82.26685594965457,38.7129229255942
গাইবান্ধা,2021-09-22,2021,9,6571.171137931718,26.8196984948063,33.14151699271921,79.69071068177327,30.96150679070818,2045.7700451135827,61.53719263721064,22.83263489696818
গাইবান্ধা,2021-10-22,2021,10,3089.4364974053005,25.54555315210698,33.90999782740298,79.25864364216824,18.93465000318902,1563.7390752571291,59.32064924481455,38.00499343071086
গাইবান্ধা,2021-11-21,2021,11,1662.9182889921167,12.382232348571636,32.3431956779939,70.71047901365584,16.339234331798153,1766.752738571258,63.414502324947705,24.39176030902628
গাইবান্ধা,2021-12-21,2021,12,1109.7183645403652,12.799387421589351,32.58040965050028,92.25961701099028,27.61605655998782,1457.7441342662166,68.25777465106137,31.438514921191185
গাইবান্ধা,2022-01-20,2022,1,1295.4786746161803,13.988713992032206,34.37869080882483,86.18293043809845,27.279617578666823,1261.686817752475,63.226471088601244,24.371359680025797
গাইবান্ধা,2022-02-19,2022,2,1403.9419835536053,15.454946996209845,27.07147987068497,65.21360182262221,39.90694438596197,1656.3873582139142,58.47963241244516,30.003675368963854
গাইবান্ধা,2022-03-21,2022,3,1115.6503673766292,15.221436945796567,27.808660572663015,68.70832074037803,12.24361561597005,2236.1193404527094,60.73784677086857,26.533901848455585
গাইবান্ধা,2022-04-20,2022,4,1873.7300920459313,10.504463107445945,32.749723411918026,94.0450515657427,21.117418548699042,2469.3366702891826,82.78940014812412,21.05518529353878
গাইবান্ধা,2022-05-20,2022,5,3087.9080821410143,25.51663668313013,29.509005283815938,67.11231525882846,15.359418872870897,927.7699680282711,59.25597438726033,29.090044055838227
গাইবান্ধা,2022-06-19,2022,6,6492.917661063602,31.298489792518808,30.442040332406176,65.24110888306694,37.2849876176837,850.5547607449002,80.27291458897702,24.673522966718828
গাইবান্ধা,2022-07-19,2022,7,5013.117315896945,33.8410455829595,32.82547230608271,94.70495563692069,12.104194174037843,1476.7741292116218,73.3323236397989,42.79141791758154
গাইবান্ধা,2022-08-18,2022,8,6947.334779804074,40.57044589134388,33.225161504569314,74.93394746393072,30.254507701925853,958.3725012817572,69.29423783779886,17.943501636048502
গাইবান্ধা,2022-09-17,2022,9,5255.683616564473,32.757243088386204,26.60039895695813,84.06528865564562,33.21674988280465,2312.2956310715645,71.87066314734984,36.17067964389108
গাইবান্ধা,2022-10-17,2022,10,3287.6419047436084,26.17322968865388,32.66834543027119,86.3881999935899,23.594475992485325,1443.159569058991,57.73274352777037,37.45825329042617
গাইবান্ধা,2022-11-16,2022,11,1727.9274770029824,15.532784725737342,31.90022501131875,84.8425811595423,20.396150694041296,1832.3477561084326,72.60370352901867,30.121113343744902
বগুড়া,2020-01-01,2020,1,934.2860079242254,3.162599802767486,34.2490358741384,66.13861493734724,24.655834890489828,1396.9996216654395,54.72855276932993,43.07806120101776
বগুড়া,2020-01-31,2020,1,681.5240958164952,5.238263124564598,32.803326066431666,75.98822440971482,32.088752045029906,2369.879847182456,50.272910586234204,43.35929018491389
বগুড়া,2020-03-01,2020,3,1324.0680180032975,4.798462647574755,32.21682634893654,85.80147166253663,23.490312592531392,2494.8794840454093,77.58005189393191,16.002115201224864
বগুড়া,2020-03-31,2020,3,628.842820997646,3.417970804378652,31.553680866269282,84.92142273865383,28.761010480309388,2321.3994011189143,59.40189329605911,39.22895741765416
বগুড়া,2020-04-30,2020,4,789.5914571058017,5.382541352598747,29.592190815317707,87.1192058915455,32.69133670481641,1589.4160944097925,68.97059712935149,34.989318967687744
বগুড়া,2020-05-30,2020,5,2103.89665824105,7.9404865238091755,29.593268692925527,79.34815525984556,16.036517690476487,1407.9161535704611,60.25473716842255,38.62188021653532
বগুড়া,2020-06-29,2020,6,3396.853389690608,11.353303864239182,28.63028965945041,70.89178276895714,26.8928043156039,2004.816304268093,72.675867754233,39.26220699886207
বগুড়া,2020-07-29,2020,7,3741.8853068568515,11.96071985603005,31.482613348800708,89.30252079197619,14.524301277091535,1337.803200245955,53.26512179484316,19.10582243095507
বগুড়া,2020-08-28,2020,8,3904.6129751607514,11.50219317744671,34.24176526629154,79.08672311411426,10.60430415780475,858.0296640709848,62.53852080911005,36.27807601516712
বগুড়া,2020-09-27,2020,9,3308.2358173210405,11.944064988021436,32.05916024297869,88.0374348241887,31.75177911257136,1929.7256235810084,82.60833558620563,31.913562190935973
বগুড়া,2020-10-27,2020,10,2110.206136871264,7.7634994390155905,26.465179101821832,73.990811894834,30.312440633575928,1998.1572778153297,84.96913251345546,25.705192461489688
বগুড়া,2020-11-26,2020,11,1268.140336636779,4.376260821775845,26.42827650245777,66.11395444518037,19.701932244952587,1797.9524975309687,75.41180224836603,29.07269161698312
বগুড়া,2020-12-26,2020,12,1038.8809230313861,5.23500204311752,31.571206838578508,90.13817146137455,18.59130705671333,1832.6774416159853,67.4027948252843,31.183344056318642
বগুড়া,2021-01-25,2021,1,1014.770598298565,5.721301535526694,31.697313811909712,83.96467040872778,17.001155873616245,1963.733826621585,71.46879611141487,15.722221923020124
বগুড়া,2021-02-24,2021,2,1147.130256259105,4.056305849621675,29.80668508026631,81.98747555960418,27.379158540169325,1839.8346478903866,55.25159955820611,40.716058733498286
বগুড়া,2021-03-26,2021,3,1461.1642721185594,4.792671669775878,25.436193449178276,78.88031487569313,12.959532471126636,2494.339511099627,84.44774675145254,28.194339572670906
বগুড়া,2021-04-25,2021,4,915.9018245956056,5.4222421762067805,30.149374171339492,67.95841206567425,14.946497796213691,1075.1918573919534,82.46733991676189,23.098168929806306
বগুড়া,2021-05-25,2021,5,2255.688968444586,8.582865420989727,25.023964550993494,68.43148422039772,29.162213186700193,1679.1060145737545,80.31929330357777,41.73676845187788
বগুড়া,2021-06-24,2021,6,3645.132499981155,11.378763300033786,33.37119551336649,72.26379896415708,30.059677979832223,1536.1962099657858,71.25570769518673,39.669096144077734
বগুড়া,2021-07-24,2021,7,3104.100995749343,13.774577065979878,28.891143518342922,85.86221385855262,10.856376377807532,2241.372606239057,52.724436739983695,40.75289868265365
বগুড়া,2021-08-23,2021,8,4711.1694931681795,11.372492997978382,27.87551612615116,65.8762009811322,22.723805274474422,1207.2783594673012,60.7946589867723,39.58096517096195
বগুড়া,2021-09-22,2021,9,3422.255420012662,10.364807878308648,25.429445272536285,88.15746646669115,21.394664597133342,1585.9805489067726,73.46183611460339,32.29337262729929
বগুড়া,2021-10-22,2021,10,2532.452134574238,8.202456196871623,32.41514597755523,89.71015488977133,29.884978813597336,1968.743055581707,72.58826110089211,37.866638718973405
বগুড়া,2021-11-21,2021,11,752.5224703398294,4.689620265681995,25.911048568886212,65.18214775195715,39.26573278341293,1106.9915920554656,65.90622283878513,39.49108817245573
বগুড়া,2021-12-21,2021,12,1363.7763070474307,5.4065390938788305,29.773228800650784,82.71533069010468,14.131734501061601,1020.8348638540731,66.11234083575582,16.561230026973856
বগুড়া,2022-01-20,2022,1,1361.7735883152052,4.818466302289878,29.00187180453522,94.84840508798445,12.313925965546055,2176.407052320297,81.41839196775558,31.123067671160875
বগুড়া,2022-02-19,2022,2,1187.4782896332472,5.276789335350866,32.81301442622772,72.05281437561179,33.67393446167833,2430.775692789962,78.6556494748281,26.851521351365516
বগুড়া,2022-03-21,2022,3,1084.9395448588957,5.6899365466772345,33.75851557693383,85.50006934839631,14.480415414370512,1909.2262140196349,74.48669496117739,41.08496158263303
বগুড়া,2022-04-20,2022,4,1105.8471569216545,4.705194212766771,27.324410187551766,91.25587818658019,24.62069001382584,1423.947249274926,83.74722751414662,33.79286901062896
বগুড়া,2022-05-20,2022,5,2606.198851228591,8.450276361401103,28.387327475331407,78.26290686115605,38.484889550131044,1770.4764683055118,58.80513792087706,24.925766818742808
বগুড়া,2022-06-19,2022,6,3169.8281595614176,14.232998866913638,31.13965115715433,65.41187469198444,20.7328001889336,2228.7660727127613,68.48263848782072,28.26106892592754
বগুড়া,2022-07-19,2022,7,3587.1926845369208,9.97070639393869,25.363778788760783,77.53546107400584,35.66643068412424,1944.066601594687,59.91337844889587,24.015406478966327
বগুড়া,2022-08-18,2022,8,3116.843956152606,11.974841729953232,34.95585116479431,65.35866661518821,28.88462503545034,1180.555667283606,68.01994415347714,40.4544202455871
বগুড়া,2022-09-17,2022,9,3319.9890201879984,12.509372025557946,27.57792300950458,92.19332256260431,34.74356362871801,2125.6801047177996,50.29370494507316,38.95552831169909
বগুড়া,2022-10-17,2022,10,2458.2513670482113,9.39388760461847,28.386818430046667,74.25851350137323,13.106135821266001,979.694511576405,68.51347496072995,28.498222729609115
বগুড়া,2022-11-16,2022,11,1114.4250498300412,5.380964120480184,31.81611461378179,84.42175357022444,28.663463977444742,2013.3217451662779,65.58060109060528,34.17891355625005
জামালপুর,2020-01-01,2020,1,1729.7824751688245,10.32507228895841,28.39706116436135,85.85287019067874,31.600311805964495,1815.3759636123223,72.47016278285793,25.433491701832747
জামালপুর,2020-01-31,2020,1,946.4129887266602,10.228024573132005,31.143228185793856,72.30217520651975,25.619544124895768,1334.3242550049827,56.3155498407544,43.79265893959482
জামালপুর,2020-03-01,2020,3,1768.2603752729274,8.741927799623573,31.87087908533214,87.8260218878118,13.991566864064612,1362.5407996352183,77.57125100582195,37.98098731254264
জামালপুর,2020-03-31,2020,3,1306.9810381201607,13.70053314719813,30.98615618211847,88.96621009801439,18.973495256660556,2339.679670092411,79.92669866752128,38.19101160072633
জামালপুর,2020-04-30,2020,4,1664.3894492086652,11.561632079961472,29.914987959437756,84.3290582543764,19.664132268863124,1325.968039204327,67.29456840148785,24.857760153641166
জামালপুর,2020-05-30,2020,5,3322.4591262502577,21.551180936619588,34.096049134854326,71.01317805600124,21.651403586224404,2275.047171053445,78.18274809281132,20.495040935300835
জামালপুর,2020-06-29,2020,6,5459.39492288018,33.772205719854774,34.893394322220516,67.22028693183634,29.94750538749194,1384.5529953582172,57.45573458343084,20.48902568477489
জামালপুর,2020-07-29,2020,7,4670.2709173787325,35.51365865083508,26.66426763080473,88.72197014535278,20.150550873323766,2201.6539554972296,78.28492237316878,44.823897974380685
জামালপুর,2020-08-28,2020,8,4440.728847261246,34.75530666559285,34.11452042063607,73.18428850114945,34.07930724249669,1521.631548555108,76.33233045784013,43.06445172334162
জামালপুর,2020-09-27,2020,9,4982.691337541895,30.531754997702407,34.27948516326573,72.17431263113633,13.378695783099168,1537.329952168171,57.6270468766945,43.00495533316895
জামালপুর,2020-10-27,2020,10,3330.5463686654175,20.284604561122194,32.43071087891423,67.66873321581171,17.824543958535024,2257.946755380696,58.2788368476595,31.603528440285178
জামালপুর,2020-11-26,2020,11,1294.7965281614636,11.931384819980721,27.896081773063194,76.32306461493937,15.076361667563791,1192.7396998761415,63.36893605621546,39.78337616150876
জামালপুর,2020-12-26,2020,12,1454.105593239689,12.45784079676435,33.042259722592775,94.38708146776226,31.869774991534683,1724.9998647150478,70.70910937905202,39.673090959599705
জামালপুর,2021-01-25,2021,1,2098.2398298391176,15.888315314259383,33.03039403060564,74.48557524678039,15.282429705631937,1885.8051295657017,70.66939690685693,27.908491953480652
